invandrare,ålder,inkomst,region,label
0,89,28558,0,höger
0,84,63986,1,höger
0,67,47517,0,höger
0,18,30535,1,höger
0,29,31898,1,vänster
0,29,37878,1,vänster
0,74,46521,1,höger
1,27,39182,0,vänster
0,29,35052,0,höger
0,55,65862,1,höger
0,45,30922,0,höger
0,78,27051,0,vänster
0,36,25349,0,höger
0,45,38010,0,höger
0,89,27333,0,höger
1,55,40000,1,vänster
0,37,70669,1,höger
0,75,71423,1,höger
0,47,64007,1,höger
0,87,37633,1,höger
1,64,40210,1,vänster
0,38,49635,1,höger
1,81,33102,0,vänster
0,20,78181,1,höger
0,40,40438,1,vänster
0,52,24241,0,höger
1,74,55206,0,höger
1,58,25374,1,vänster
0,51,61376,1,vänster
0,23,32220,0,höger
0,88,32456,1,höger
0,21,58993,0,vänster
0,45,43088,0,höger
1,62,63718,1,vänster
0,30,51229,0,höger
0,40,23103,0,höger
0,36,41620,1,vänster
0,80,37456,0,höger
0,88,48566,1,höger
0,23,32921,0,vänster
0,42,24283,0,vänster
0,65,20455,0,höger
0,60,29093,1,vänster
0,27,65375,1,vänster
0,76,50547,1,höger
0,57,64094,1,höger
0,23,57547,1,höger
0,49,39556,1,vänster
1,60,52466,0,höger
0,90,55677,0,höger
1,72,41159,1,höger
0,71,43005,0,höger
1,77,42833,0,vänster
0,18,18322,1,vänster
0,39,70948,1,vänster
1,80,42514,0,höger
0,45,36140,1,vänster
0,58,14756,0,vänster
0,84,39527,1,vänster
0,45,43759,1,höger
0,24,42412,0,höger
1,40,38142,0,höger
0,37,32433,1,höger
0,45,38533,0,vänster
0,43,48695,0,höger
0,34,37140,1,vänster
0,34,22473,0,höger
1,34,29840,1,vänster
1,25,54674,1,vänster
0,76,38756,1,höger
0,20,59058,0,höger
0,27,37393,1,vänster
0,85,45763,1,höger
0,68,53455,1,höger
0,82,28322,1,höger
0,71,51711,0,höger
0,68,19695,0,höger
0,64,54260,1,höger
1,73,34882,1,vänster
0,46,28726,0,höger
1,39,35638,1,vänster
1,36,70901,1,vänster
0,89,27857,0,höger
0,83,59039,0,höger
0,30,26198,0,vänster
0,28,35195,0,höger
0,35,48365,0,höger
0,41,38466,0,höger
0,22,27753,0,vänster
0,85,56992,1,höger
0,76,67284,1,höger
0,60,29430,0,höger
0,68,77761,1,höger
0,26,34609,1,vänster
1,60,28928,0,vänster
0,69,35433,0,höger
0,48,58730,1,höger
0,33,17229,1,vänster
0,87,27587,0,vänster
0,25,38556,1,vänster
0,20,59696,1,vänster
0,85,22902,0,höger
0,53,61843,1,höger
1,82,13023,0,höger
1,81,53021,1,höger
0,36,41961,1,höger
0,42,83231,1,höger
0,37,49310,0,höger
1,21,31871,0,vänster
0,26,33084,1,vänster
1,56,53862,1,vänster
0,45,34437,0,vänster
0,43,40042,1,vänster
0,84,16368,0,höger
0,80,23539,0,höger
0,63,64943,0,höger
1,74,80688,1,vänster
0,40,38473,1,höger
0,63,34138,1,höger
0,22,28659,1,vänster
0,38,29842,0,höger
0,88,48473,1,vänster
0,73,46061,0,höger
0,69,29981,1,höger
0,45,16217,0,höger
1,31,53931,0,vänster
0,41,67704,1,höger
0,61,104689,1,höger
0,79,24360,0,vänster
0,48,50028,1,höger
1,89,34533,1,vänster
0,25,36504,1,höger
0,67,81204,1,höger
1,58,47776,1,vänster
0,27,48138,0,vänster
0,20,41840,0,höger
0,75,40303,1,vänster
0,18,32771,0,höger
1,43,42845,0,vänster
0,69,47423,1,vänster
0,27,43912,1,vänster
1,41,57340,1,vänster
0,85,43046,1,höger
0,44,39035,0,höger
0,60,26153,1,vänster
0,60,43822,1,vänster
0,54,40174,1,vänster
0,57,59051,1,höger
0,57,29577,0,höger
0,22,40328,1,vänster
0,43,48683,1,vänster
0,74,71932,1,höger
0,59,57699,1,vänster
0,40,28157,1,höger
0,48,56938,0,höger
0,89,49385,0,höger
0,49,39100,1,vänster
0,55,28120,0,vänster
0,68,35676,0,höger
0,51,42836,1,vänster
0,85,64418,0,höger
1,46,37697,1,vänster
0,86,56956,0,höger
0,30,73457,1,vänster
1,79,32269,0,vänster
0,62,61803,1,höger
0,34,56457,1,vänster
0,26,51047,1,vänster
0,63,53759,1,höger
0,60,52271,0,höger
0,78,34834,0,höger
0,45,26256,0,höger
0,67,45672,1,höger
0,41,20819,1,vänster
0,57,33085,1,vänster
0,20,60696,1,höger
0,68,33687,0,höger
0,58,57149,0,höger
0,37,42674,0,vänster
0,74,23037,0,höger
0,25,48835,1,vänster
0,24,69073,1,vänster
1,61,61818,0,vänster
1,35,35645,1,vänster
1,20,34391,1,vänster
1,33,30340,0,vänster
0,36,36348,0,höger
0,49,22727,0,höger
0,40,45139,0,höger
0,80,31114,1,vänster
1,87,52736,1,höger
0,20,49141,1,vänster
0,70,29720,0,höger
1,78,38906,0,höger
0,41,21547,0,höger
0,86,27766,0,höger
0,26,39940,1,vänster
0,61,54034,1,höger
0,49,50376,1,vänster
0,27,31195,0,höger
0,71,38308,0,höger
0,27,39386,1,vänster
1,31,36164,0,vänster
0,58,24591,0,vänster
0,49,43048,1,höger
0,55,34273,1,höger
0,66,26119,0,höger
0,87,25548,0,höger
0,57,45285,1,vänster
0,60,40162,1,vänster
0,82,19359,0,höger
0,50,49130,0,höger
0,58,35152,1,höger
0,58,23901,0,vänster
0,62,26974,1,vänster
1,65,28610,0,vänster
0,45,47731,1,höger
0,69,29051,1,vänster
1,55,29404,0,höger
0,83,51039,1,höger
0,86,22486,0,vänster
0,46,43035,0,höger
0,65,69186,1,vänster
0,69,32266,1,höger
0,57,61112,0,höger
1,67,44209,1,höger
0,67,63864,0,höger
1,73,20003,0,vänster
0,36,49482,1,höger
1,50,53265,1,vänster
0,90,37617,0,höger
0,75,62756,1,höger
0,85,23931,1,höger
1,88,33817,1,höger
0,18,39975,1,vänster
1,61,28302,1,vänster
0,40,45588,1,höger
0,38,56128,0,höger
0,25,45837,1,höger
0,73,42664,0,höger
0,82,23690,0,höger
0,45,26383,0,höger
0,87,62757,0,höger
1,76,42105,1,vänster
1,37,40896,0,vänster
0,37,46410,1,vänster
1,26,68379,1,vänster
0,79,73646,1,höger
0,86,38179,1,höger
1,74,39363,0,höger
0,49,32035,1,höger
1,20,41256,0,vänster
0,69,64394,1,höger
0,30,42570,1,höger
0,61,52620,1,höger
0,19,37103,0,höger
1,70,65222,1,vänster
0,68,47892,1,höger
0,50,69279,0,höger
0,53,45488,1,vänster
1,77,65301,1,höger
0,44,56028,1,vänster
0,86,52620,1,höger
0,68,28983,0,höger
1,35,20714,0,höger
0,25,45861,1,vänster
1,46,72054,1,vänster
1,23,24892,1,vänster
0,51,38698,0,höger
0,48,67670,1,höger
1,23,56976,0,vänster
0,63,29113,0,höger
1,74,86125,0,höger
0,75,32960,0,höger
1,78,34239,1,vänster
0,24,61695,1,vänster
0,23,36731,1,vänster
0,69,29495,0,höger
0,32,35866,1,vänster
0,35,42201,1,vänster
0,60,25737,1,vänster
0,57,38829,1,höger
0,73,36678,1,höger
1,28,20531,0,vänster
0,25,37877,1,vänster
1,29,26466,0,vänster
0,38,31190,1,höger
0,62,39650,0,höger
0,39,23827,0,vänster
0,69,44468,1,höger
1,24,49905,1,vänster
0,51,36306,1,vänster
0,36,58414,1,höger
0,77,51462,1,höger
0,44,32817,1,vänster
1,42,37459,1,vänster
0,84,54367,0,höger
1,78,46545,1,vänster
1,54,31031,0,vänster
1,41,52985,1,vänster
0,46,62559,1,höger
1,90,24971,0,vänster
0,29,31088,0,vänster
1,68,22505,0,vänster
0,50,37646,0,höger
0,61,49813,1,höger
1,88,51685,1,vänster
1,28,39981,1,vänster
0,53,33461,0,höger
0,76,30189,0,höger
0,60,39085,0,höger
1,84,22403,0,höger
0,27,25278,0,höger
0,75,24141,0,höger
0,51,41067,0,höger
0,38,39132,1,vänster
0,44,38039,1,vänster
0,28,49166,0,vänster
0,39,30404,0,höger
0,36,30399,0,höger
0,58,33643,0,vänster
0,19,37273,0,höger
0,33,39634,0,höger
0,86,47894,1,vänster
0,49,36592,0,vänster
0,82,21841,0,höger
0,44,62651,1,höger
0,69,42524,1,höger
0,49,30594,1,vänster
0,60,61640,1,höger
0,49,38250,1,vänster
0,80,21842,0,höger
0,23,32180,0,vänster
1,38,36931,1,vänster
0,55,21360,1,vänster
0,27,29460,1,vänster
0,56,54452,1,höger
1,45,31634,1,vänster
0,31,37002,1,vänster
1,47,36551,0,vänster
0,18,21514,0,vänster
0,83,36829,1,höger
0,60,43954,1,vänster
0,20,29704,0,höger
1,67,28343,0,höger
0,84,33040,0,höger
0,83,34708,1,höger
0,75,37120,1,höger
0,62,35038,1,höger
0,39,27572,0,vänster
0,35,51620,1,höger
1,81,43457,0,höger
0,48,36006,0,höger
0,57,48347,1,höger
0,89,71071,1,höger
0,40,54056,1,vänster
0,45,27690,1,vänster
0,22,39599,1,vänster
0,37,40896,1,höger
1,37,21528,0,vänster
0,35,38958,1,höger
0,21,42241,1,vänster
0,60,34144,0,höger
0,45,19743,0,höger
0,66,43344,0,höger
1,67,57516,1,vänster
0,32,24822,0,höger
0,26,38253,1,vänster
0,55,29962,0,höger
0,36,30335,1,vänster
0,20,16944,0,höger
0,78,30446,0,höger
0,58,68758,1,höger
1,77,25058,0,vänster
0,62,27338,0,höger
1,22,23159,1,vänster
0,29,32109,1,vänster
0,54,23601,0,vänster
0,71,69423,1,höger
0,76,44710,1,vänster
1,90,30876,1,vänster
0,34,39530,1,höger
0,43,63895,1,höger
0,73,34816,1,vänster
0,41,56091,1,höger
0,43,30280,0,höger
0,18,22981,0,vänster
0,69,50650,1,höger
0,90,24815,0,höger
0,48,42367,1,vänster
0,76,36886,0,höger
0,61,46642,1,höger
1,83,33769,1,vänster
0,49,46019,0,höger
0,51,27966,1,höger
0,37,25535,0,höger
0,59,26196,0,höger
0,66,35806,0,höger
0,73,50572,1,höger
0,52,66096,0,höger
1,82,34346,1,vänster
0,54,20747,0,höger
0,59,29954,0,höger
0,42,37928,1,vänster
0,89,34421,0,höger
0,71,47127,0,höger
1,68,27441,1,vänster
1,25,42060,1,vänster
1,29,71837,1,vänster
1,34,31019,0,vänster
0,51,38953,1,höger
1,74,29090,1,höger
1,29,63409,1,vänster
0,57,34478,1,höger
0,70,33824,1,höger
1,34,37184,0,vänster
0,71,29609,0,höger
0,69,44143,0,vänster
0,70,25789,0,höger
0,55,75840,1,höger
0,22,34593,1,vänster
0,36,38529,1,vänster
0,66,34622,1,höger
0,63,23791,1,vänster
0,54,42799,0,höger
0,87,34027,0,höger
0,46,47422,1,höger
0,82,43700,0,höger
0,69,32792,1,vänster
0,41,68173,1,höger
1,82,29974,1,vänster
0,24,25087,1,vänster
0,89,52688,1,höger
0,67,24191,0,vänster
0,51,75025,1,höger
0,85,34118,1,höger
0,33,74984,1,vänster
0,74,41217,1,höger
0,31,47055,1,höger
0,78,79094,0,höger
0,80,34247,0,höger
0,23,32068,1,vänster
0,88,58175,1,höger
0,77,32869,0,höger
0,35,41330,1,höger
0,33,56261,1,höger
0,78,74589,1,höger
0,73,19090,0,vänster
0,36,41229,1,vänster
1,27,59881,1,vänster
0,84,43460,0,vänster
0,32,55281,0,höger
0,46,39257,1,vänster
0,27,28483,0,vänster
1,78,57188,0,höger
0,55,54722,1,vänster
0,57,31855,1,höger
0,53,26739,0,vänster
0,72,21377,0,höger
0,59,33857,0,höger
0,35,37775,1,vänster
0,61,61226,1,höger
0,67,37849,1,höger
0,65,30145,0,höger
0,21,27395,1,vänster
1,67,44111,0,vänster
0,25,43890,1,vänster
0,20,45785,0,höger
0,76,30224,0,höger
1,51,28729,0,vänster
1,84,31268,0,höger
0,66,68566,0,höger
0,69,52255,1,höger
1,85,44539,1,vänster
0,51,47354,1,vänster
1,60,41151,0,vänster
0,36,52338,1,höger
0,59,17547,0,höger
0,59,27965,1,vänster
0,77,39395,1,höger
0,21,54641,1,vänster
0,79,31915,1,höger
1,40,51641,1,vänster
1,27,58010,0,höger
0,31,31427,1,vänster
0,87,21775,1,höger
1,40,41208,0,vänster
0,70,43803,0,höger
1,72,64090,1,vänster
0,20,40132,0,vänster
0,61,47757,0,höger
1,41,43032,1,vänster
0,74,35653,1,vänster
0,89,31297,1,höger
0,25,32736,1,höger
0,88,51010,1,höger
0,81,56165,1,höger
0,67,49966,1,höger
1,73,30320,0,höger
0,76,34395,0,höger
0,65,56806,1,höger
0,56,29830,0,höger
0,39,70750,1,vänster
1,27,44408,0,vänster
0,22,26039,0,vänster
0,49,40882,1,vänster
0,62,17372,0,höger
0,22,39918,1,höger
0,44,40255,0,höger
0,55,30455,0,höger
0,62,27303,0,höger
0,52,42132,0,höger
0,25,33508,1,vänster
1,79,47424,1,vänster
1,52,49279,0,höger
0,30,23245,0,vänster
0,69,18904,1,höger
0,37,35014,0,höger
0,21,30306,0,vänster
0,21,51546,1,vänster
0,35,24953,1,höger
1,47,28913,0,vänster
1,31,48823,1,vänster
0,80,31977,0,höger
0,50,36066,0,höger
0,59,33751,0,höger
1,87,27004,1,vänster
0,43,31367,0,vänster
1,77,26868,0,höger
0,85,65811,1,höger
0,79,44677,1,höger
1,39,49560,1,vänster
0,89,33948,1,vänster
0,86,64495,1,höger
0,56,45958,1,höger
0,41,41488,0,höger
0,19,39483,0,vänster
0,74,47943,1,höger
0,23,37825,1,vänster
0,28,17248,0,höger
1,77,60922,1,vänster
0,23,41683,1,vänster
1,71,47337,0,höger
0,85,27036,0,höger
0,72,63375,0,höger
0,43,17189,0,höger
0,73,40778,1,höger
0,32,26323,0,höger
0,79,28216,0,höger
0,55,40008,1,vänster
1,29,32574,0,vänster
1,56,35078,0,vänster
0,39,30106,1,vänster
0,82,35562,0,höger
0,55,29703,0,höger
0,35,46712,1,höger
0,52,47473,1,höger
0,58,40819,1,höger
1,22,22925,0,vänster
0,72,43583,1,höger
0,82,33479,0,höger
0,68,28206,0,höger
1,67,15312,0,höger
0,26,30812,1,höger
0,22,21992,0,höger
0,32,44983,1,vänster
0,67,66882,1,höger
0,72,58923,1,höger
0,83,26842,1,vänster
0,45,37229,1,vänster
0,41,21483,0,höger
0,53,44348,0,höger
0,45,35146,1,vänster
0,67,33642,1,höger
0,82,56638,0,höger
0,56,25700,0,höger
0,72,46608,0,höger
0,74,41202,1,höger
0,19,79220,1,vänster
1,83,32436,0,höger
0,44,27556,0,höger
0,18,57280,1,vänster
0,21,55883,1,vänster
0,48,48725,0,höger
1,54,47001,1,vänster
0,86,47586,1,höger
0,53,27954,0,höger
1,27,45997,1,höger
0,66,27539,0,höger
1,85,21294,0,vänster
0,36,36388,0,höger
1,75,35259,0,höger
0,44,47723,1,höger
0,26,39576,1,vänster
1,55,44586,0,vänster
0,20,45540,1,vänster
1,77,21484,0,höger
1,32,47828,0,vänster
0,34,41529,1,vänster
0,71,59849,1,höger
0,41,26676,0,vänster
0,80,71731,0,höger
1,65,50415,1,vänster
0,37,31788,0,höger
0,69,39666,0,höger
0,34,26946,0,vänster
0,23,23243,1,vänster
0,28,41442,0,vänster
0,52,55738,0,höger
1,90,44275,1,vänster
0,43,29486,0,vänster
0,85,46807,1,höger
0,40,31827,1,höger
0,67,79246,1,höger
0,76,35249,0,höger
1,62,45875,1,vänster
0,69,31481,0,höger
0,65,31043,0,höger
1,50,40452,0,vänster
0,85,25920,0,höger
1,56,57167,1,vänster
1,57,63485,0,vänster
0,45,47126,1,höger
0,87,42056,1,höger
0,35,50790,1,höger
0,47,31502,1,höger
0,31,16241,0,vänster
0,87,52305,0,höger
1,64,68411,1,vänster
0,30,30869,0,höger
0,55,55163,0,höger
1,38,43231,1,vänster
1,80,48258,1,vänster
0,62,36926,1,höger
1,60,46739,0,höger
0,43,32483,1,vänster
0,57,41657,1,vänster
1,52,51099,1,vänster
1,18,32011,0,vänster
0,27,70961,0,höger
0,39,34914,0,höger
0,42,34690,0,höger
0,30,56887,1,vänster
0,68,20910,0,höger
0,78,33313,1,höger
0,19,28058,0,höger
0,49,48119,0,höger
1,87,34243,1,vänster
0,23,29946,1,höger
0,53,30573,0,höger
0,61,60296,1,höger
0,44,40258,0,höger
0,77,65297,1,höger
0,24,48959,0,höger
0,23,15309,0,vänster
1,54,23957,0,vänster
0,30,46426,1,höger
0,61,41443,1,vänster
0,55,56796,0,höger
1,20,49231,1,vänster
0,53,26375,1,vänster
0,35,40611,0,höger
0,49,26156,0,höger
0,70,41457,1,höger
0,64,26825,1,höger
1,65,46876,1,vänster
0,60,23099,0,vänster
0,48,23928,1,vänster
0,33,34511,1,vänster
0,48,25648,0,höger
0,76,37616,0,höger
0,32,33556,0,vänster
0,81,37448,0,höger
0,35,34019,1,höger
0,46,49962,1,höger
0,62,33678,0,höger
0,69,40913,1,höger
0,24,42131,1,vänster
0,35,41090,1,vänster
0,37,49326,0,höger
0,64,29291,1,vänster
1,18,25852,1,vänster
0,58,38172,1,höger
1,34,38665,1,vänster
0,25,30045,0,höger
0,77,26876,0,höger
0,85,33978,0,höger
0,56,30548,0,höger
0,42,42352,0,vänster
0,89,45521,1,höger
1,49,70573,0,höger
0,29,53058,1,vänster
0,48,55523,1,vänster
0,79,50359,1,höger
0,41,47734,0,höger
0,68,51032,0,höger
1,39,81440,1,vänster
0,46,61913,0,höger
1,30,48198,1,vänster
0,84,44215,1,höger
0,79,39845,1,höger
0,61,21687,1,höger
0,26,36823,1,vänster
0,73,38516,0,höger
0,44,27225,0,vänster
0,22,30209,0,höger
0,44,21323,0,höger
1,58,44475,1,vänster
0,78,28897,0,höger
0,52,51207,1,höger
1,76,17065,1,vänster
0,73,38304,0,höger
0,69,39800,0,höger
0,58,36701,0,höger
0,80,65940,0,höger
0,27,70265,1,vänster
0,58,29682,1,vänster
0,36,44051,0,höger
0,50,45108,0,höger
0,86,17702,0,höger
0,18,23226,0,höger
0,38,29363,1,höger
0,56,79938,1,höger
0,77,37265,0,höger
1,34,45764,1,vänster
0,60,49005,0,höger
0,43,21791,0,höger
0,77,36210,0,höger
1,59,58235,1,vänster
0,67,50463,1,vänster
0,37,46882,1,höger
1,28,66457,1,vänster
0,84,21394,0,höger
0,81,43368,1,vänster
0,84,29468,0,höger
1,25,41260,1,vänster
0,56,63588,1,vänster
0,55,33656,1,höger
0,47,42298,0,höger
0,70,59800,1,höger
0,70,58477,1,höger
0,46,70872,1,höger
0,19,31479,0,höger
0,80,42706,0,höger
0,32,40809,1,vänster
1,58,31779,0,vänster
0,83,21371,0,höger
0,46,84990,0,höger
0,35,31289,0,höger
0,52,37385,1,vänster
0,20,55456,1,vänster
0,90,39629,0,höger
0,32,49157,0,höger
0,82,95219,1,höger
0,83,24039,0,höger
1,46,58842,1,vänster
0,76,38239,1,vänster
0,74,28074,1,höger
0,29,42857,1,vänster
0,36,35056,0,höger
0,37,43236,1,höger
0,33,44505,1,vänster
0,25,91463,1,vänster
0,52,46438,0,höger
0,77,38706,0,höger
1,74,39024,1,höger
0,87,84843,1,höger
0,77,40682,1,höger
0,65,54557,1,höger
0,69,25942,0,höger
0,37,39535,0,höger
1,69,50649,0,höger
1,87,47175,1,höger
0,30,52038,1,vänster
0,22,17032,0,höger
0,36,20362,0,vänster
0,83,61068,0,höger
0,76,26212,0,höger
0,70,28059,0,höger
0,74,34071,1,vänster
0,59,55693,1,höger
0,74,20581,0,höger
0,53,28618,0,höger
0,83,69365,1,vänster
0,24,45949,1,höger
0,68,49850,0,höger
0,75,39315,0,höger
1,56,37017,0,höger
0,55,53462,1,höger
0,72,27018,0,höger
0,44,24985,0,vänster
1,36,23720,0,vänster
0,22,58154,1,höger
0,56,26515,0,vänster
1,62,27009,0,höger
0,67,43340,1,höger
0,50,53663,1,vänster
0,63,43156,1,vänster
0,74,30410,1,höger
1,90,42055,0,höger
0,25,23482,0,vänster
0,75,51462,1,höger
0,54,46725,0,höger
0,67,21486,0,höger
0,66,11049,0,höger
1,58,46411,0,vänster
1,34,51024,1,höger
0,87,58528,1,höger
0,71,47353,1,höger
0,75,24724,0,höger
0,21,15109,0,vänster
0,76,40548,1,höger
0,24,39141,1,vänster
1,45,53423,1,vänster
0,60,65685,1,höger
0,74,39507,1,höger
0,88,40255,1,vänster
0,44,41445,0,höger
0,69,43366,1,vänster
0,50,19922,0,höger
0,43,32781,1,höger
0,76,39964,1,höger
0,55,38985,1,vänster
0,73,44712,1,höger
1,30,60877,0,vänster
1,44,25219,0,vänster
1,19,47052,1,vänster
1,69,28153,0,höger
1,88,57691,0,vänster
0,27,28477,1,vänster
1,42,69103,1,vänster
0,60,21399,0,höger
0,30,32238,1,vänster
0,31,26579,1,vänster
0,69,44898,1,höger
0,53,48775,1,höger
1,23,24522,0,vänster
0,44,33401,1,vänster
0,32,15242,0,vänster
0,70,28917,0,höger
0,56,31466,0,höger
0,83,36178,1,vänster
0,49,41075,1,vänster
0,49,49521,1,höger
0,63,55624,1,höger
1,67,24122,0,vänster
0,67,29620,0,höger
0,25,30589,0,höger
0,49,47629,1,vänster
0,74,26174,0,höger
0,70,60700,1,höger
0,61,25325,0,vänster
0,37,40279,1,höger
0,71,45465,0,höger
0,54,30480,1,vänster
0,21,28399,1,vänster
0,87,63798,0,höger
0,30,69502,1,vänster
0,81,32042,0,höger
0,39,23124,0,vänster
0,20,34553,0,höger
0,54,21613,1,vänster
1,53,37438,0,höger
0,62,36636,0,höger
0,56,38779,1,höger
0,28,17078,0,höger
0,76,45964,1,höger
0,32,30836,1,vänster
0,90,39721,0,höger
0,52,65827,1,höger
0,53,52651,1,höger
0,25,50653,0,höger
0,87,51456,1,höger
0,28,22145,0,vänster
0,37,60573,1,höger
0,33,45485,1,vänster
0,49,31887,1,höger
0,60,37973,1,vänster
1,25,37034,0,vänster
0,30,45496,1,höger
0,29,39661,0,vänster
0,20,26366,0,vänster
0,89,20473,0,höger
0,56,33547,1,vänster
0,72,26179,1,höger
0,22,32824,0,vänster
1,54,48441,1,vänster
0,24,48717,1,höger
0,50,18650,0,höger
0,27,49110,1,vänster
0,87,37882,0,höger
0,63,49826,1,vänster
0,21,50731,1,vänster
0,73,34479,1,höger
0,41,55621,1,höger
0,35,28817,0,höger
0,23,78392,1,vänster
0,46,63334,1,vänster
1,23,33939,0,vänster
1,18,66505,1,vänster
0,30,45255,1,vänster
0,42,31924,1,vänster
0,88,35912,1,höger
1,53,67797,1,vänster
0,22,46834,1,vänster
0,47,74868,1,vänster
1,58,53777,1,vänster
0,18,31473,0,höger
0,89,36707,0,höger
0,34,12626,0,vänster
1,60,39075,0,vänster
0,54,40517,1,vänster
0,40,44903,1,höger
0,20,58677,1,vänster
0,47,46763,1,höger
1,46,70348,0,höger
0,69,69430,0,höger
0,65,19885,0,höger
0,18,36615,0,höger
0,56,27301,1,vänster
1,24,41874,1,vänster
0,52,37071,1,vänster
0,26,35810,1,vänster
0,42,38395,1,höger
0,56,63902,1,höger
0,48,43980,0,höger
1,28,39216,1,vänster
0,31,37638,1,vänster
1,40,34926,0,höger
1,39,28008,1,vänster
0,63,37563,1,höger
0,35,36007,1,vänster
0,41,43717,0,höger
0,30,29056,1,vänster
1,48,48473,0,höger
0,18,33848,1,vänster
0,63,31921,1,höger
0,24,36711,1,vänster
0,28,20869,0,vänster
0,30,34102,1,vänster
0,26,30212,1,höger
0,36,26004,1,vänster
1,47,37444,1,höger
0,86,26707,0,höger
0,19,23731,0,vänster
0,43,37557,0,höger
0,71,28378,0,höger
0,71,52326,1,höger
1,27,35913,0,vänster
0,32,55055,1,höger
0,72,37638,1,höger
0,33,46663,1,vänster
0,54,29673,0,vänster
0,28,33613,1,vänster
0,76,40832,0,höger
0,90,24861,0,höger
0,62,54764,0,höger
0,44,31948,1,vänster
0,43,32767,0,höger
1,61,36446,0,höger
0,68,33459,1,vänster
0,65,34930,1,höger
0,49,77715,1,vänster
0,67,31260,0,höger
0,54,30793,0,höger
1,70,53438,0,höger
0,36,20685,0,vänster
1,75,38343,0,vänster
0,74,19111,0,höger
0,35,47067,1,vänster
0,41,90740,1,höger
0,18,37501,1,höger
1,32,22841,0,vänster
0,44,47588,1,höger
0,36,19549,0,vänster
0,25,38691,0,vänster
0,74,28295,1,vänster
0,84,56988,1,höger
0,50,43420,0,höger
0,45,41646,1,vänster
1,87,32766,0,vänster
1,44,75861,1,vänster
0,35,29022,1,vänster
1,42,58832,1,vänster
0,24,28554,0,vänster
0,85,63723,0,höger
0,83,58907,0,höger
0,26,32285,1,vänster
0,27,42091,0,vänster
0,31,51691,1,höger
1,23,33334,0,vänster
0,32,65129,1,vänster
0,37,54627,0,höger
0,85,36681,0,höger
1,84,26213,0,höger
0,32,55586,1,höger
0,84,33466,1,vänster
0,23,45631,0,höger
1,63,22056,0,vänster
0,37,54956,1,höger
0,36,40352,1,vänster
0,87,51542,0,höger
1,43,56414,1,vänster
1,77,56646,1,höger
0,26,62579,0,höger
1,34,29408,0,vänster
0,77,19077,0,höger
0,89,45789,0,höger
1,82,32083,1,vänster
0,82,14415,0,höger
1,27,33531,1,vänster
0,45,50418,0,höger
0,75,17326,0,höger
0,72,42439,0,höger
0,73,34846,1,höger
0,23,40763,0,höger
0,20,50929,1,höger
0,54,52625,0,höger
0,43,40093,0,höger
0,19,39894,1,vänster
0,60,48392,1,höger
0,60,49813,1,höger
1,19,28897,1,vänster
0,44,50542,0,höger
0,82,32318,1,höger
1,41,47726,1,vänster
0,82,52853,0,höger
0,48,61893,0,höger
0,36,45655,1,vänster
0,39,32815,0,vänster
0,36,41652,1,vänster
0,66,25244,0,höger
0,36,59272,1,höger
0,58,25643,0,höger
1,25,68054,1,vänster
1,74,85360,1,höger
0,40,51609,1,vänster
0,41,22768,0,höger
0,49,28663,0,höger
0,83,39473,0,höger
0,56,37601,0,höger
0,75,28385,0,höger
0,35,37106,0,höger
0,63,39046,0,höger
0,30,40550,1,vänster
1,85,67895,1,vänster
0,63,54614,1,höger
0,38,38849,1,vänster
0,83,50808,1,höger
0,28,50784,0,höger
0,86,42720,0,vänster
0,31,37558,1,höger
0,81,63497,1,höger
0,21,62415,1,vänster
0,67,45926,1,höger
1,35,49829,0,höger
0,74,45009,1,höger
0,64,23098,0,höger
0,80,43419,1,höger
0,20,34711,0,vänster
0,19,45431,1,vänster
1,53,55389,1,vänster
0,42,37041,1,vänster
0,67,44309,1,vänster
0,67,30882,0,höger
0,75,40923,1,höger
0,59,52598,1,höger
0,53,39226,1,vänster
1,66,44139,1,vänster
0,50,25538,0,vänster
0,88,38872,0,höger
0,83,53399,1,höger
0,47,49541,0,höger
0,21,46846,0,höger
0,55,68115,1,höger
0,89,56471,1,höger
0,61,39884,0,vänster
0,64,25377,0,höger
0,53,43341,1,vänster
0,36,35391,0,höger
0,18,28251,1,vänster
0,63,22788,1,vänster
1,41,24141,0,vänster
0,26,43179,1,vänster
0,46,50593,0,höger
0,28,38182,0,vänster
0,53,24063,0,vänster
0,51,39676,1,vänster
0,24,44145,1,höger
0,62,40369,1,höger
1,28,29303,0,vänster
0,56,32196,1,vänster
1,71,41864,1,vänster
0,67,76368,1,höger
0,39,27940,0,vänster
0,21,45655,1,vänster
1,25,30692,1,vänster
0,20,21649,0,höger
0,25,30241,1,vänster
0,87,53775,1,höger
0,45,22879,1,vänster
0,85,27577,0,höger
0,25,47959,1,höger
0,23,25367,0,vänster
0,78,39581,1,höger
1,26,35375,1,vänster
1,28,61218,1,vänster
0,65,89916,1,höger
0,31,37817,1,höger
1,77,24250,0,vänster
0,38,55189,1,höger
0,24,31693,0,höger
0,68,22559,0,höger
0,76,42678,1,höger
0,80,50034,1,höger
0,28,35474,1,vänster
0,18,60570,1,vänster
0,89,76790,1,höger
0,25,37492,1,vänster
0,24,54749,1,höger
0,70,31649,0,höger
0,86,33782,0,höger
0,34,38742,1,vänster
0,25,39252,1,vänster
0,64,51954,0,höger
